Beras Premium,Beras Medium,Kedelai Biji Kering (Impor),Bawang Merah,Bawang Putih Bonggol,Cabai Merah Keriting,Cabai Rawit Merah,Daging Sapi Murni,Daging Ayam Ras,Telur Ayam Ras,Gula Konsumsi,Minyak Goreng Kemasan Sederhana,Tepung Terigu (Curah),Minyak Goreng Kemasan Premium,Minyak Goreng Curah,Jagung Tk Peternak,Ikan Kembung,Ikan Tongkol,Ikan Bandeng,Garam Halus Beryodium,Tepung Terigu Kemasan (non-curah)
16500,14390,11660,37690,40960,80520,72000,134870,38590,28820,16390,17380,10140,,15160,,35520,36760,40590,11540,13130
16500,14300,11660,37690,40960,81650,78680,134870,38590,28820,16390,17380,10320,,15160,,35660,36760,40590,11540,13130
16570,14390,11660,37690,40960,81700,82550,134870,38590,29110,16540,17380,10320,,15160,,35520,36350,40590,11540,13130
16700,14800,11660,37690,40960,79690,83960,134870,38590,29110,16390,17530,10160,,15320,,35520,37030,40590,11540,13060
16770,14710,11660,37950,40680,85720,87380,135690,37310,29250,16540,17380,10320,,15160,,35800,37020,40590,11540,13130
16770,14870,11660,38420,40960,85540,62950,135690,37030,29250,16540,17380,10320,,15160,,35800,37020,40600,11590,13130
16770,14710,11660,38870,40830,88960,90380,135690,37030,29250,16390,17530,10320,,15320,,35800,37020,40590,11540,13130
16770,14870,11660,38140,40280,86520,87540,135690,37030,29540,16390,17530,10320,,15160,,35520,37020,40590,11540,13130
16840,14800,11660,38140,40280,86520,87540,135690,37030,29960,16390,17530,10320,,15320,,35520,36760,40690,11540,13130
16840,14960,11660,38140,40280,82590,86980,135690,37030,29830,16540,17380,10320,,15320,,35520,36760,40590,11540,13130
16840,14800,11660,38140,40280,82510,85530,135690,37030,30110,16390,17530,10320,,15320,,35800,36760,40590,11540,13130
16700,14800,11660,38140,40280,81790,85530,135690,37030,30260,16540,17380,10320,,15160,,35520,37020,40590,11540,13130
17220,14760,11660,38210,40000,79850,81590,136860,36870,30780,16640,17620,10190,,15190,,35600,30180,39900,11040,13060
17040,14800,11660,37610,40000,79870,81990,136580,37030,30950,16080,17530,10320,,15330,,35520,36760,40590,11540,13190
16910,14640,11660,37610,40000,78440,81360,136580,37030,30950,16390,17530,10320,,15330,,35520,36760,40590,11540,13120
16910,14640,11660,37490,40000,79040,81830,136580,37030,30950,16390,17530,10320,,15480,,35520,37020,40590,11540,12790
16910,14640,11660,37610,40000,79830,82460,136600,37310,31040,16400,17530,10320,,15480,,35800,36760,40400,11540,13120
16910,14640,11660,37500,40000,78360,78680,137390,37310,30820,16540,17380,10160,,15480,,35520,36760,40590,11540,13260
16910,14640,11660,38710,40680,81260,86920,139090,37440,30970,16390,17530,10320,,15480,,35800,37020,40590,11750,13200
16500,14480,11660,37940,40000,81880,87090,139090,37580,31260,16390,17530,10320,,15480,,36200,37380,41280,11750,13260
16500,14550,11660,38220,40000,80440,82940,140700,37580,31370,16390,17530,10320,,15330,,35800,36760,40590,11750,13260
16570,14640,11660,37940,40280,80440,85000,139910,37440,31490,16390,17530,10320,,15480,,35800,36760,29210,11750,13260
16570,14640,11660,37940,40280,81140,83050,139090,38160,31660,16390,17680,10320,,15570,,35800,36760,40590,11640,13260
16280,14320,11660,37940,40280,79680,79960,139090,37890,31490,16390,17380,10320,,15330,,35370,36760,40870,11640,13260
17430,14970,11660,39330,40000,87990,75020,139090,38430,31640,16390,17520,10320,,15410,,36200,37020,41280,11750,13260
17790,14970,11660,39160,40420,93090,81090,139090,39310,31780,16540,17680,10320,,15570,,35800,36760,40590,11750,13260
17580,14890,11660,39160,40680,89110,80000,139090,39170,31660,16390,17530,10320,,15330,,38010,36760,40590,11640,13330
17580,14730,12320,39820,41100,89680,90670,139090,38590,31780,16690,17680,10470,,15650,,36200,36760,40590,11640,13330
17420,14560,12320,40290,41230,86310,85730,139090,38980,32620,16690,17530,10320,,15650,,35800,36760,40590,11640,13330
17420,14810,12320,39820,40960,84530,84340,137390,38980,31910,16690,17610,10160,,15650,,35800,37100,40990,11750,13190
17580,14810,12320,39530,41370,78270,75040,139910,39120,33400,18340,17750,10320,,16290,,35520,36760,40590,11750,13330
17580,14810,12320,40200,41370,76470,71220,139910,39120,32200,16970,17750,10320,,15890,,36060,36760,40590,11750,13330
17580,14810,12320,40200,41370,69380,68390,139910,39120,32200,16970,17750,10320,,15890,,35800,36760,41370,11750,13330
17200,14490,12320,39450,41940,64410,67810,137940,37500,32060,16970,17620,10390,,15760,,33860,35540,40080,12070,13230
17330,14770,12320,41140,41940,59950,62700,138910,39040,32060,16970,17790,10390,,15960,,35600,37060,40270,11700,13390
17420,14810,12320,39530,41660,63230,65810,139090,38360,31760,16970,17750,10320,,15890,,35520,36760,40910,11750,13330
17030,14490,12320,40580,41130,62780,65780,137940,37440,31880,16970,17620,10390,,15960,,33860,35540,40080,12070,13230
17420,14810,12320,40200,40960,57450,61540,136580,38440,31310,17230,17680,10320,,15890,,35520,36490,41370,11750,13260
17420,14810,12320,39440,40960,57350,58800,138280,38580,31010,17230,17680,10160,,15800,,35800,37020,39240,14780,13330
17420,14810,12320,39050,41660,55420,57920,138280,38470,31950,17230,17680,10320,,15890,,35520,36760,40910,11750,13330
17420,14810,12320,39340,41660,52160,55550,138280,38470,30560,17090,17680,10320,,15740,,35520,36350,41370,11750,13330
17420,14810,12320,40500,42070,50720,53190,138280,39320,30710,17090,17680,10160,,15740,,35520,36760,40910,11750,13330
17420,14810,12320,41110,43430,50950,52080,138280,38470,30560,17090,17680,10160,,15650,,35520,36350,40910,11750,13330
17420,14810,12320,44500,43910,53160,53620,140000,40900,29980,17090,17680,10320,,15650,,35520,36490,40680,11750,13260
17420,14810,12320,48240,43820,53160,53620,140000,40900,29980,17090,17680,10160,,15820,,35800,36760,40680,11750,13260
17420,14810,12320,48240,43390,53890,55040,140820,40530,30130,17090,17680,10160,,15740,,35800,36760,40680,11750,13330
17420,14810,12320,47430,43820,54060,55280,142450,40930,29680,17090,17680,10320,,15740,,35520,36760,40680,11750,13260
17760,14870,12000,49920,43620,54770,57210,142940,43110,29630,16930,17970,10000,,15680,,35930,38030,43180,12070,13310
17420,14810,12320,53240,44120,56820,58070,144100,41290,29390,16940,17530,10320,,15650,,36200,37020,41370,11750,13330
17420,14810,12320,55650,42780,66420,64100,147340,41780,29610,18120,17360,10680,,15820,,35800,36760,41370,11540,13260
17420,14810,12320,57650,44250,64380,64140,149750,42540,29500,18120,17360,10680,,15820,,35800,36760,41370,11540,13260
17580,14810,12320,66470,44250,69020,69580,153820,42870,29970,17100,17680,10320,,15650,,36200,37380,41900,11750,13330
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
17420,14810,12320,63210,45090,62810,64190,147340,41820,29700,16940,17680,10160,,15650,,36200,37110,41410,11750,13260
17580,14870,12000,57930,45100,62780,63380,141950,43090,29310,17120,18060,10190,,15680,,35600,38340,42340,12070,13390
17420,14810,12320,61590,45090,60680,61690,144810,40360,29120,17100,17680,10320,,15740,,35800,36760,40680,11750,13330
17420,14810,12320,61590,45010,55040,56430,143260,40570,29410,17020,17680,10160,,15740,,35520,36760,40680,11750,13330
17420,14810,12320,62020,43740,55970,54660,143260,39580,29120,16940,17750,10160,,15740,,35650,36760,40680,11750,13400
17260,14640,12320,62060,44480,52850,54840,141620,39130,29190,16800,17680,10160,,15740,,35520,37020,40680,11750,13180
17030,14480,12320,69350,43740,51720,51940,141620,38790,29190,16800,17680,10160,,15740,,35800,36760,39300,11750,13180
17060,14540,12320,70320,43530,46510,49130,141620,38010,28320,16570,17320,10320,,15740,,38010,38030,39170,11700,13050
17190,14540,12320,69790,43740,46210,49180,141620,38940,29190,16950,17750,10160,,15740,,36200,37140,40080,11750,13180
16870,14380,12930,69520,42770,45090,48610,141620,37500,28150,16490,17320,10160,,15740,,38330,38340,40100,11700,13050
17190,14540,12930,72300,45520,50310,52120,141620,38640,28740,16950,17410,10320,,15740,,35380,37020,41370,11750,13250
16920,14170,12930,73010,47510,46640,50480,138160,37830,28750,17100,17410,10320,,15820,,35800,37020,40080,11750,13180
17080,14010,13420,74630,47950,47850,50560,137800,38190,29230,17800,17480,10390,,15490,,35440,36540,40790,12280,13390
16620,14170,12930,72340,47510,47870,48740,139880,38320,28600,17670,17410,10320,,15740,,35800,37020,41370,11750,13180
16620,14170,12930,73950,47510,53240,51010,138160,38040,28600,18320,17410,10320,,15740,,35800,36760,40960,11750,13110
16400,14100,12930,71380,47110,52280,48280,138160,37130,27330,18140,17320,10320,,15650,,38010,38340,40270,11700,12970
16620,14100,12930,73230,46800,50110,47470,138160,37600,27950,18390,17490,10320,,15820,,35520,37020,40380,11750,13180
16620,14100,12930,68100,46800,52490,46690,138160,38270,28470,18460,17490,10320,,15820,,35520,36760,40230,11750,13180
16470,13940,12930,69740,47130,53990,47490,138160,38700,28910,18460,17490,10320,,15820,,35520,36760,40380,11750,13180
16720,14140,12000,65620,45270,58570,47180,137800,40560,28730,18050,17750,10190,,15780,,37130,37540,41790,12070,13210
16500,14100,12560,65580,46550,55970,45960,138160,39000,28910,18460,17410,10320,,15740,,35520,36760,40680,11750,13110
16400,14280,12560,63710,45100,56220,48360,139880,37620,28300,18210,17400,10320,,15820,,38010,38340,40790,11700,12970
16400,14100,12560,64810,45630,54820,44720,138160,37620,28650,18210,17400,10320,,15820,,37470,38030,40790,11700,12820
16620,14100,12560,61520,45920,56840,47180,138160,38340,29810,18460,17490,10320,,15820,,35520,36760,40680,11750,13180
16620,14100,12560,61680,44860,55280,47760,138160,37940,29660,18320,17490,10320,,15820,,35370,36760,40230,11750,13110
16560,14100,12560,64100,47480,52630,46260,138160,38340,29950,18460,17750,10320,,15820,,35370,36760,40680,11750,12980
16560,14100,11000,62450,49400,53400,47760,138160,38340,29950,18460,17490,10320,,15820,,35520,36350,40680,11750,13050
16830,14330,11000,58860,45700,51070,45690,137800,40410,30110,18210,17750,10190,,15780,,35600,38030,42340,12070,13050
16410,13940,11000,58400,46290,51460,45780,138160,38340,30030,18320,17640,10320,,15980,,35520,36760,40550,11750,13050
16650,14140,11000,55220,44030,48730,41740,137800,40410,29940,18210,17750,10190,,15780,,35600,37540,42340,12070,13050
16410,13940,11000,58630,45930,51590,39750,138160,38200,29950,18320,17640,10320,,15980,,35520,36350,40860,11750,13050
16500,14720,11000,60420,43430,50800,40590,138160,38340,29820,18460,17560,10320,,15810,,35520,36350,39910,11750,12980
16500,14110,11000,58800,43430,48070,41200,138160,38340,29950,18320,17640,10320,,15980,,35370,36350,40680,11750,12980
16500,14110,11000,59610,43430,46710,41200,138160,38150,29820,18320,17640,10320,,15980,,35520,36350,40550,11750,12980
16500,14110,11000,59610,43430,47940,42540,138160,38150,29820,18320,17640,10160,,15980,,35520,36760,40780,11750,12980
16500,14110,11000,61690,44170,48760,43480,138160,38340,29970,18460,17640,10160,,15810,,35800,36760,40680,11750,12910
16500,14110,11000,61770,44170,48220,41730,134660,38390,30390,18320,17640,10160,,15980,,35520,36350,40680,11750,12980
16500,14110,11000,61770,45460,51210,43680,138160,38200,30390,18470,17780,10470,,16130,,35520,36350,40680,11750,12980
16500,14110,11000,61000,44840,48670,42830,138160,38340,30250,18470,17710,10160,,15960,,34650,36070,40680,11750,12980
16160,13630,11000,61770,44700,49340,44220,138160,36720,30390,18550,17710,10160,,16050,,34990,35750,39630,11750,13040
16080,13790,11000,60710,44090,50170,45070,136580,37690,30540,18550,17780,10160,,16050,,34570,35460,39630,11750,13040
16170,13750,11000,60470,43180,52440,43830,135910,37640,30630,18630,17660,10190,,15580,,34030,35080,38440,12280,13230
15860,13790,11000,57500,44090,45840,41730,136580,37810,30100,18690,17710,10160,,15890,,34570,35460,39630,11750,13040
15580,13750,11000,60210,44510,46480,42030,135910,39220,29760,18480,17830,10000,,15580,,34500,36810,39920,12070,13050
15920,13750,11000,59260,45700,46480,43830,135910,39390,29760,18480,17920,10000,,15780,,34500,36000,42430,12070,13050
15780,13790,11000,59280,44840,43660,44630,136580,38480,29790,18830,17710,10000,,15890,,34570,35750,39630,11750,13040
15930,13790,11000,56790,43430,48450,42410,136580,38240,29830,18830,17710,10000,,15890,,34700,35520,40750,11750,13040
15780,13880,11000,58360,44090,48520,42290,134910,37970,29810,18690,17780,10000,,15890,,34570,36440,40300,11750,13040
15780,13880,11000,57570,43740,49800,42930,136580,37970,29810,18550,17780,10000,,15890,,34570,36080,40300,11750,13040
15930,13880,11000,58290,42630,49930,42200,136580,37780,29820,18550,17780,10000,,15980,,34570,36080,40300,11750,13040
15750,13850,11000,54910,42930,48960,38540,135910,39390,28990,17990,17900,10000,,15680,,36750,38950,41800,12080,12780
15920,13850,11000,55390,43530,49920,41490,135910,39950,29770,18480,17920,10000,,15780,,34500,37200,41880,12070,13050
15930,13880,11000,54580,43430,48520,41490,136580,37780,29810,18550,17780,10000,,15980,,34170,35790,40300,11750,13040
15710,13720,11000,54580,43430,51250,41490,136580,37570,29590,18550,17780,10000,,15980,,34570,36080,40750,11750,13040
15860,13880,11000,54580,42570,52670,44940,136580,37570,29660,18690,17850,10160,,16060,,34710,35400,40070,11750,13040
15640,13880,11000,53180,42710,52020,42830,135700,37180,29510,18550,17850,10320,,16060,,34570,35400,40070,11750,13190
15650,13780,11000,53180,42710,49180,42920,135700,37520,29660,18690,17850,10160,,16060,,34440,35640,40070,11750,13040
15770,13860,11000,52390,42710,51250,42950,134910,37520,29440,18690,17850,10160,,16060,,34440,35520,40300,11750,13040
15730,13860,11000,52390,42710,49800,41710,134910,37230,29290,18690,17810,10320,,16060,,33990,35260,40750,11750,13040
15650,13780,11000,52390,42710,51250,43230,135700,37280,29510,18690,17850,10320,,16060,,33990,35400,39890,11750,12980
15650,13780,11000,50150,42710,56840,49040,135700,37590,29440,18690,17850,10160,,16060,,33990,35120,40300,11750,13040
15780,13880,11000,50150,43840,58160,49390,135700,37550,29510,18690,17850,10160,,16060,,33870,34990,40300,11750,13040
15620,13880,11000,49940,43840,56790,51650,137390,37700,29220,18690,17850,10160,,16060,,34000,35120,40120,11750,12980
15620,13880,11000,50060,43010,57500,54730,137390,37690,29220,18690,17850,10320,,16560,,33870,35400,40750,11750,13040
15550,13850,11000,49980,43830,62740,55560,136870,39950,29260,18630,18000,10190,,15880,,33830,36390,42430,12070,13130
15780,13880,11000,49180,44400,65390,51610,139880,38820,29490,18690,17780,10320,,16060,,34000,35140,40490,11750,13110
16000,15000,,40000,35000,80000,65000,130000,39000,27000,20000,17000,10000,,16000,,35000,37000,40000,17000,14000
16000,15000,,40000,30000,80000,60000,130000,39000,27000,20000,17000,10000,,16000,,35000,37000,40000,17000,14000
15640,13640,11000,48900,43970,67970,52600,134910,37960,29410,18620,17850,10160,,16060,,33990,35400,39310,11750,12980
15560,13640,11000,47700,42770,61540,52670,134910,36850,29070,18550,17850,10320,,16060,,33990,35400,39980,11750,12980
15580,13560,11000,45600,44020,64010,49920,133910,39230,29000,18630,17910,10190,,15880,,34300,36050,42430,12070,13050
15640,13640,11000,47050,42480,57950,46640,134910,37380,29070,18690,17780,10320,,16060,,34400,35400,39980,11750,13040
15640,13640,11000,46720,42340,58160,48810,134910,37770,29000,18690,17780,10160,,16060,,33990,35400,40750,11750,12980
15640,13640,11000,45840,42480,51950,43260,134910,37010,28920,18690,17850,10160,,16060,,33780,35120,40750,11750,12910
15860,13960,11000,45600,44030,46260,42570,135760,37200,28860,18690,17780,10160,,16060,,35960,35480,39980,11750,12640
15860,13960,11000,45260,42060,48100,44760,134910,37260,28780,18690,17780,10160,,16150,,33650,35120,40750,11750,12910
15710,13640,11000,45520,44260,46530,46910,138280,37390,29080,18690,17850,10160,,16150,,34430,35790,40300,11540,12980
16020,13990,11000,43940,43020,48240,46420,135910,36660,28910,18980,17740,10000,,16470,,33580,34680,40880,11290,12970
15710,13640,11000,43920,42570,46080,44660,136580,37120,28930,18690,17780,10160,,16300,,33500,34970,40750,11640,12980
15360,13380,11000,44600,43020,46500,46420,135910,37140,28990,18630,17660,10190,,16260,,33000,34780,40290,11940,12970
15710,13720,11000,44600,42000,42310,42630,136580,37070,28920,18690,17780,10320,,16220,,33780,35400,40750,11640,12980
15710,13640,11000,45270,42710,43640,43430,136580,36940,28930,18690,17400,10160,,16220,,34200,35120,38880,11640,12980
15710,13640,11000,42940,42570,46470,44090,135760,37390,28930,18690,17780,10160,,16300,,35790,34990,40350,11640,12980
15710,13640,11000,43040,43950,47050,46210,135760,37410,28930,18690,17780,10160,,16480,,33990,35120,40880,11750,12910
15710,13640,11000,41690,43810,47170,47430,136580,37540,28780,18690,17780,10160,,16480,,33990,35270,40750,11640,12980
15710,13720,11000,41690,43360,47170,47430,138280,36940,28930,18690,17780,10160,,16480,,33430,35120,40300,11750,12980
15110,13350,11000,41760,41200,45270,47940,134910,34980,27750,17990,17740,10240,,16600,,35730,36000,40120,11090,12490
15860,13880,11000,42540,42630,48040,49510,136580,36880,28490,18690,17850,10320,,16410,,33430,34670,39980,11750,12910
15650,13660,11000,40720,41930,44020,50360,135910,35930,27990,18180,17890,10190,,16580,,36350,37300,41060,10860,12590
15860,13800,11000,39390,41200,43480,48680,134910,37140,28340,18690,17850,10160,,16480,,33430,35240,40750,12160,12910
15710,13720,11000,39390,41200,45440,49640,136580,35320,28630,18690,17780,10320,,16480,,33730,35120,40300,11640,12980
15710,13720,12000,40140,41200,45180,50610,136580,37000,28480,18550,17850,10320,,16480,,33350,33700,39980,11700,12910
15560,13830,12000,40250,44720,45270,49980,133250,39130,29380,18850,18000,10320,,16640,,31250,34440,41030,12000,12840
15660,13600,12000,38900,43090,47020,52010,135910,39240,28650,18630,18250,10390,,16370,,33330,34760,41340,12010,12420
16570,14150,12000,34640,43560,42810,50490,136580,39900,28650,18730,18370,10000,,16640,,33040,36000,43690,10670,12630
15930,13720,12000,38720,43360,50820,60250,138430,37730,28710,18410,18130,10320,,16650,,34270,34860,39940,11640,12910
16090,13830,12000,40540,43560,54390,61840,136580,36500,29650,18730,17990,10000,,16800,,32170,33500,40120,10670,12720
15930,13720,12000,41450,42000,51650,67040,137450,37680,28860,18550,18060,10160,,16650,,33430,34040,32250,11750,12980
15870,13720,12000,38800,40310,53060,75660,138280,37680,28860,18480,17990,10320,,16650,,33870,34950,40550,11040,12980
15830,13660,12000,39840,43140,55440,73100,136580,39130,29260,18610,18240,10000,,16800,,30320,34050,39840,12180,12720
15710,13550,12000,39540,42570,51670,66200,138280,37490,28680,18830,18060,10160,,16650,,33820,34350,39910,11640,12840
15550,13420,12000,40210,42570,50340,63570,138280,37610,28600,18830,18060,10320,,16650,,33820,34470,39910,11640,12910
15870,13770,12000,41730,43290,48760,65980,136590,37680,28930,18480,17990,10160,,15470,,34540,34040,39910,11640,12910
15540,13770,12000,37020,41600,47850,77720,138280,36030,28160,18240,17910,10160,,16650,,36060,35420,39900,11590,12740
15870,13770,12000,39660,42570,50540,74050,136580,37160,28930,18480,18060,10160,,16650,,34130,34470,39910,11590,12910
15870,13770,12000,38220,42000,48510,82210,138280,36950,28860,18480,18060,10160,,16650,,34840,34790,40680,11700,12910
15870,13690,12000,37740,42710,50030,75460,138280,37260,28730,18480,18060,10320,,16650,,34220,34350,40680,11640,12840
15870,13690,12000,37740,42710,49600,69540,136580,37280,28780,18480,18060,10160,,16650,,34270,34790,40680,11640,12980
15870,13690,12000,36420,42710,46290,79400,136580,37550,28710,18480,18060,10320,,16560,,34540,34790,40790,11640,12910
15540,13690,12000,33520,41600,51080,84850,136580,36240,27750,18240,17910,10160,,16650,,37100,36370,40790,10860,12820
15870,13770,12000,34370,42000,48970,78630,136580,37400,28370,18480,18060,10160,,16650,,35100,33960,40680,11640,12910
15870,13690,12000,33820,42000,48240,78040,136580,37600,28510,18480,18060,10160,,16650,,35520,35380,40550,11040,12910
15650,13720,12000,30940,40000,48460,82910,135910,35990,27790,18490,17890,10190,,16390,,36920,35690,40000,12190,12890
15840,13720,12000,32860,42340,47260,77720,137940,39590,28430,18570,18250,10390,,16380,,35070,36170,42180,11940,12820
15840,13720,12000,32490,42340,49050,78500,137940,39180,28430,18320,18250,10390,,16480,,34460,35660,41930,12070,12820
15700,13930,12000,32490,40790,50560,87410,138280,35940,27820,18330,17910,10160,,16400,,36930,36370,40790,11650,12660
15870,13690,12000,33800,42000,49730,80710,138280,36880,28510,18560,17920,10160,,16400,,34740,35210,40680,11640,12840
15540,13690,12000,32490,40790,49760,84860,138280,34260,27990,18330,18070,10320,,16480,,36700,35830,39900,11590,12660
15830,14040,12000,34600,41160,51300,76160,137940,37060,28570,18480,18070,10190,,16780,,34700,35450,40790,11290,12900
15560,13680,12000,33030,40990,51110,76730,138280,37660,28370,18410,18060,10320,,16650,,34740,35710,40310,11640,12910
16020,14140,12000,35000,41520,50560,75430,137940,37280,28390,18480,18070,10190,,16780,,34550,34920,39900,11290,12820
15660,13770,12000,33090,41520,48190,75390,137940,39480,28570,18480,18080,10190,,16580,,34700,35980,41410,11940,12820
15710,13850,12000,32860,42000,51110,76690,138280,36840,28340,18560,17920,10160,,16560,,34540,34790,39910,11750,12840
15770,13760,12000,33250,41300,49050,76690,138280,37260,28340,18560,17920,10320,,16560,,35060,35380,40230,11640,12840
15770,13760,12000,33250,41300,47790,73350,138280,37020,28220,18490,18200,10320,,16650,,34410,34790,39200,11750,12840
15770,13850,12000,31420,41300,45520,69660,136580,37130,27920,18630,17920,10160,,16480,,34220,34350,39900,11640,12840
15770,13850,12000,31420,41300,44840,68860,136580,37330,28220,18560,17920,10160,,16560,,34090,34350,39200,11640,12840
15730,13710,12000,31070,41520,44030,64740,135910,38900,28400,18480,18080,10390,,16480,,34920,36370,41410,12010,12900
15670,13770,12000,30900,40000,43690,70700,137430,38460,27500,18000,18120,10240,,16470,,39060,38530,43560,11090,12490
15770,13760,12000,32820,41300,44840,67800,136580,36670,28220,18560,17920,10160,,16650,,34090,34790,40230,11700,12910
15770,13760,12000,31420,41300,46840,64570,136580,36640,27770,18630,18060,10160,,15470,,34740,34930,39910,11700,12840
15770,13930,12000,32120,41300,45520,63170,136580,37070,27480,18690,18060,10160,,16560,,34610,34930,39910,11640,12840
15290,13240,12000,33100,42290,46060,60780,136580,39900,28380,18480,18000,10320,,16470,,32630,34820,39840,11610,12720
15820,13750,,33020,41520,45610,61330,140000,36600,27310,18480,18070,10190,,16890,,34100,34760,39900,11650,13150
15770,13760,12000,31420,41300,44760,58160,136580,36730,27330,18410,17920,10160,,16650,,34220,34040,39310,11640,12840
15530,13710,12000,27890,38950,40820,56850,135910,37960,26190,18000,18100,10190,,16580,,36850,36650,41690,11930,12590
15610,13760,12000,28230,39120,41890,56860,136580,35320,26320,18160,17910,10160,,16650,,35490,34760,38880,11590,12580
15770,13760,12000,30610,41300,42960,54150,138280,36470,27340,18560,18060,10160,,16650,,34020,34040,37870,11640,12840
15770,13680,12000,30040,40520,41730,51940,138280,36520,27480,18410,17920,10160,,16650,,34780,34790,39780,11640,12840
15700,13680,12000,29880,40520,40050,51650,138280,36520,27480,18410,17920,10160,,16650,,35310,34790,40380,11640,12840
15780,13760,12000,27420,39120,38420,50390,138280,35320,26660,18160,17910,10320,,16650,,36700,35830,39900,11700,12660
15900,13810,12000,30590,41520,40770,52030,137940,36380,27390,18480,17910,10190,,16680,,35040,35450,41520,11040,12820
15770,13850,12000,29400,40520,39890,49280,136580,36330,27040,18410,17990,10160,,16730,,34670,34930,39910,11700,12840
15770,13760,12000,30610,40520,41570,51190,138280,36470,27040,18410,17780,10320,,16560,,35180,35530,40520,11750,12840
15770,13760,12000,30610,40520,39500,49990,136580,36470,27040,18410,17620,10320,,16730,,34610,35530,40520,11750,12840
15650,13950,12000,31780,40720,39650,48560,136190,35700,27090,18690,17700,10000,,16730,,32670,34600,40000,11640,12780
15770,13760,12000,31320,41300,38530,48220,138280,36050,26770,18560,17920,10320,,16730,,34400,34930,40230,11700,12770
15770,13850,12000,31730,40520,39390,48030,136580,35980,26780,18560,17920,10320,,16730,,35000,35530,40840,11640,12840
15770,13850,12000,31420,40520,37800,47260,139090,35840,26780,18560,17920,10320,,16730,,34480,35380,40840,11750,12840
15620,13670,12000,31130,41300,38150,47820,135760,36730,27060,18560,17990,10320,,15550,,35240,35380,41300,11700,12840
15620,13590,12000,31440,41300,35820,45370,138280,35910,26920,18410,18000,10320,,16810,,34220,34790,41300,16180,12840
15620,13680,12000,31440,40520,37830,46000,138280,35910,26920,18560,18210,10320,,16810,,35320,36480,40840,11750,12840
15770,13760,12000,31730,41300,38800,46780,138280,35770,27070,18490,18070,10240,,16810,,34670,35380,40520,11640,12840
15710,13690,11000,31440,41300,38800,46780,136580,35830,27210,18480,18000,10320,,16720,,34540,35380,40680,11700,12840
15710,13690,11000,31440,41300,38150,46780,136580,35830,27210,18560,18070,10320,,16810,,35190,35990,40520,11640,12840
15630,13600,12000,31130,40520,36250,43850,136580,35890,27200,18340,18000,10160,,16810,,35000,35530,40840,11640,12980
15710,13690,12000,31130,41300,37430,45460,137390,35830,27200,18560,18070,10320,,16890,,34350,35380,40520,11700,12840
15710,13690,12000,30670,41300,36870,44030,136550,36070,27200,18480,18210,10160,,16810,,34870,35410,40840,11640,12840
15710,13690,12000,30670,40520,36070,43430,136580,36150,27350,18340,18070,10160,,16890,,34850,35530,40520,11700,12910
15710,13690,12000,30670,40520,35280,43430,136580,36270,27500,18340,18070,10320,,16810,,35320,35530,40840,11700,12910
15710,13690,12000,30950,40520,35280,44030,134910,36270,27500,18480,18210,10320,,16810,,34480,35410,40520,11640,12910
15710,13850,12000,30950,40520,36070,44030,136580,36270,27500,18480,18000,10160,,16720,,34480,34930,40520,11640,12500
15430,13420,12000,28900,38950,34710,43950,137940,33870,26780,18290,18200,10390,,16580,,36150,34860,38560,12260,12890
15360,13600,12000,28770,39300,35540,44910,134910,34820,26820,18240,18080,10160,,16810,,36770,36540,40600,11700,12740
15560,13510,12000,30670,39750,36760,45600,134910,36270,27500,18410,18070,10320,,16810,,35000,35520,40840,11640,12840
15560,13510,12000,29880,40520,36760,44840,134910,36420,27650,18410,18210,10320,,15710,,34870,35520,40840,11640,12840
15490,13930,12000,28230,40000,36340,44810,133250,33450,26990,18330,18000,10000,,17120,,36590,36150,38620,10260,11600
15540,13600,12000,28750,40000,36470,45700,135760,34820,26740,18240,18170,10240,,16810,,35570,35660,38440,11650,12660
16020,13950,12000,30430,40600,37190,45700,133910,35240,27670,18560,18080,10190,,16970,,36750,35040,40320,11290,12820
15540,13690,12000,28120,39300,33880,44810,136580,34820,26810,18320,18080,10320,,16810,,36700,35830,39900,11650,12660
15540,13690,12000,27590,39120,33880,44810,136580,34820,26800,18080,18080,10160,,16810,,36220,35660,38800,11650,12660
15560,13420,12000,30370,40520,34270,44170,136580,36120,27640,18410,18280,10160,,16810,,34330,34590,39900,11640,12840
15560,13510,12000,30370,40520,33530,43430,136580,35890,27340,18550,18070,10160,,16810,,34740,35040,40270,11640,12910
15560,13510,12000,30370,40520,33070,45600,136580,36270,27560,18410,18070,10320,,16810,,34680,35040,39910,11640,12910
15560,13510,12000,28830,40520,32530,44840,136580,35520,27490,18410,18070,10320,,16810,,33820,33700,39310,11640,12910
15560,13420,12000,28830,40520,32840,44090,134910,35520,27340,18410,18070,10320,,16810,,33820,34010,39310,11640,12910
15630,13600,12000,30530,40520,31950,44660,138280,35900,27570,18410,18070,10320,,16810,,34780,34410,39910,11640,12980
15560,13510,12000,29950,40520,31610,44660,136580,35890,27490,18410,18070,10320,,16810,,33820,34010,39310,11640,12980
15360,13510,12000,29180,39120,32140,46510,138280,34820,27150,18080,18170,10320,,16810,,36700,36370,39900,11650,12740
15560,13510,12000,30170,40520,33300,46660,138280,35760,27790,17120,18000,10780,,16810,,34330,35040,39910,11640,12910
